Id_Institución ;Nombre abreviado ;Nombre completo;web;FONASA;NO FONASA;TOTAL ;Comunicaciòn en soporte electrònico (pàgina web);existencia de servicio de salud para adolescente s/n
62;ASOCIACION ESPAÑOLA;Asociacion Española Primera de Socorros Mutuos;www.asesp.com.uy;168.724;25.374;194.098;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico.  Precios de tasas moderadoras y Derechos de los usuarios.
264;HOSPITAL EVANGELICO;Mutualista Hospital Evangelico;www.hospitalevangelico.com.uy;62.605;4.577;67.182;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
769;CASMU IAMPP;CASMU IAMPP Institucion de Asistencia Medica Privada de Profesionales sin fines de lucro;www.casmu.com.uy;157.554;20.425;177.979;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
1062;CIRCULO CATOLICO;Circulo Catolico de Obreros del Uruguay;www.circulocatolico.com.uy;109.389;11.068;120.457;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
1163;CUDAM;Centro Uruguayo de Asistencia Medica;www.cudam.com.uy;47.275;465;47.740;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
1210;COSEM IAMPP;COSEM IAMPP;www.cosem.com.uy;89.259;9.068;98.327;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
2315;GREMCA;Gremial Medica Centro Asistencial;www.gremca.com.uy;26.245;1.838;28.083;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
3567;MEDICA URUGUAYA;Medica Uruguaya Corporacion de Asistencia Medica;www.medicauruguaya.com.uy;304.279;10.524;314.803;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico y Derechos de los usuarios. No contiene precios de tasas moderadoras
4315;SMI;Servicio Medico Integral ;www.serviciomedicointegral.com.uy;119.343;6.706;126.049;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
4810;UNIVERSAL;Universal Sociedad de Produccion Sanitaria;www.sociedadmedicauniversal.com;68.992;1.800;70.792;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
5012;GREMEDA IAMPP;GREMEDA IAMPP;www.gremeda.com.uy;21.742;3.627;25.369;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
5163;CAAMEPA IAMPP;CAAMEPA IAMPP;www.caamepa.com.uy;32.160;2.579;34.739;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
5315;CRAMI IAMPP;CRAMI IAMPP;www.crami.com.uy;34.904;3.584;38.488;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
5517;COMECA IAMPP;Corporacion Medica de Canelones IAMPP;www.comeca.com.uy;45.864;5.477;51.341;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
5810;CAMCEL;Cooperativa Asistencial Medica de Cerro Largo;www.camcel.com.uy;38.788;4.136;42.924;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6012;CAMEC;Cooperativa Asistencial Medica del Este de Colonia;www.camec.com.uy;41.885;3.560;45.445;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6062;CAMOC IAMPP;Centro De Asistencia Medica del Oeste De Colonia IAMPP;www.camoc.com.uy;19.554;1.444;20.998;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6416;CAMEDUR IAMPP;Centro De Asitencia Medica de Durazno IAMPP;www.camedur.com.uy;30.393;2.539;32.932;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6517;COMEFLO IAMPP;COMEFLO IAMPP;www.comeflo.com.uy;11.601;1.569;13.170;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6618;COMEF IAMPP;Cooperativa Medica de Florida IAMPP ;www.comef.com.uy;27.076;2.313;29.389;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6769;CAMDEL IAMPP;Centro De Asitencia Medica de Lavalleja IAMPP;www.camdel.com.uy;25.971;3.855;29.826;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6860;AMDM IAMPP;Asistencial Medica Departamental de Maldonado IAMPP;www.asistencial.com.uy;79.762;11.038;90.800;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
6985;CRAME IAMPP;CRAME IAMPP;www.semm-mautone.com.uy;48.492;3.736;52.228;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7062;COMEPA;Corporacion Medica de Paysandu;www.comepa.com.uy;58.204;3.782;61.986;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7214;AMEDRIN;Asistencia Medica de Rio Negro Cooperativa Medica;www.amedrin.com.uy;8.728;1.363;10.091;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7264;CAMY;Cooperativa de Asistencia Medica de Young;www.camy.com.uy;7.187;424;7.611;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7466;CASMER IAMPP;Centro Asistencial Medica de Rivera IAMPP;www.casmer.com.uy;34.795;3.471;38.266;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7553;COMERI;Cooperativa Medica de Rivera ;www.comeri.com.uy;19.540;1.855;21.395;Contiene nombre, telefono, horarios de atencion, cartelera de servicios,  nomina de profesionales, director tecnico. 
7618;COMERO IAMPP;Colectivo Medico Rochese IAMPP;www.comero.com.uy;38.024;4.902;42.926;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7719;SMQS;Sociedad Medico Quirurgica de Salto;www.smqs.com.uy;58.358;6.021;64.379;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
7810;AMSJ IAMPP;Asociacion Medica de San Jose IAMPP;www.amsj.com.uy;45.858;4.291;50.149;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
8012;CAMS IAMPP;Centro Asistencial Medico de Soriano IAMPP;www.camsor.com.uy;37.874;2.673;40.547;Contiene nombre, telefono, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico y precios de tasas moderadoras. No contiene Derechos de los usuarios.
8163;COMTA IAMPP;Corporacion Medica de Tacuarembo IAMPP;www.comta.com.uy;30.770;2.829;33.599;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
8264;IAC;Instituto Asistencial Colectivo ;www.iac.com.uy;17.779;1.915;19.694;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. Precios de tasas moderadoras y Derechos de los usuarios.
9000;ASSE;Administracion de Servicios de Salud del Estado;www.asse.com.uy;559.069;905.304;1.464.373;Contiene nombre, telefono, horarios de atencion, forma de acceso a los servicios, director tecnico y Derechos de los usuarios. No contiene nomina de profesionales.
9502;SUMMUM ;Summum Medicina Privada S.A..;www.summum.com.uy;14.416;5.489;19.905;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. No contiene Derechos de los usuarios.
9508;MP ;Medicina Personalizada ;www.mp.com.uy;22.945;8.942;31.887;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales. No contiene director tecnico y Derechos de los usuarios.
9516;BLUE CROSS & BLUE SHIELD ;Blue Cross & Blue Shield;www.bcbsu.com.uy;14.304;8.996;23.300;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales. No contiene director tecnico y Derechos de los usuarios.
9518;SEGURO AMERICANO ;Sanatorio Americano S.A..;www.seguroamericano.com.uy;8.690;4.370;13.060;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales. No contiene director tecnico y Derechos de los usuarios.
9526;MEDICARE ;Copamhi Asociacion Civil ;www.medicare.com.uy;842;1.207;2.049;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. No contiene Derechos de los usuarios.
9532;HOSPITAL BRITANICO ;La Sociedad Hospital Britanico en el Uruguay;www.hospitalbritanico.com.uy;26.616;10.059;36.675;Contiene nombre, telefono, horarios de atencion, cartelera de servicios, formas de acceso a los servicios, nomina de profesionales, director tecnico. No contiene Derechos de los usuarios.
